sucursal_nombre;direccion_sucursal;comuna_nombre;lugar_nombre;tipo_lugar;capacidad_personas;precio;descuento_socio_evento;tipo_precio;dia_semana;hora_inicio;hora_termino;fecha_inicio_vigencia;fecha_fin_vigencia
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea4_piscina1;piscina;1;220000;74;linea_hora;sabado;09:00;10:00;2024-08-19;2024-09-18
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea5_piscina1;piscina;1;210000;2;linea_hora;jueves;09:00;10:00;2025-06-09;2025-06-16
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea6_piscina1;piscina;1;140000;64;linea_hora;jueves;11:00;12:00;2024-05-21;2024-08-19
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea7_piscina1;piscina;1;30000;;linea_hora;martes;08:00;09:00;2024-02-03;2024-04-03
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea8_piscina1;piscina;1;250000;51;linea_hora;sabado;17:00;18:00;2024-10-25;2024-11-24
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea1_piscina2;piscina;1;110000;41;linea_hora;domingo;10:00;11:00;2025-01-26;2025-02-02
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea2_piscina2;piscina;1;30000;43;linea_hora;sabado;11:00;12:00;2024-01-23;2024-01-30
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea3_piscina2;piscina;1;10000;65;linea_hora;domingo;14:00;15:00;2025-01-05;2025-03-06
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea4_piscina2;piscina;1;160000;;linea_hora;jueves;21:00;22:00;2024-07-21;2024-08-20
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea5_piscina2;piscina;1;230000;7;linea_hora;martes;11:00;12:00;2024-02-28;2024-03-29
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea6_piscina2;piscina;1;40000;64;linea_hora;jueves;08:00;08:30;2024-02-26;2024-03-04
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea7_piscina2;piscina;1;110000;;linea_hora;domingo;18:00;19:00;2025-11-22;2025-12-22
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea8_piscina2;piscina;1;80000;52;linea_hora;lunes;08:00;08:30;2025-03-23;2025-05-22
"santa cruz";"ramon sanfurgo 800";"santa cruz";saloneventos1;salon_eventos;85;120000;17;tramo;sabado;08:00;14:00;2024-12-19;2025-01-18
"santa cruz";"ramon sanfurgo 800";"santa cruz";saloneventos2;salon_eventos;130;240000;36;tramo;jueves;08:00;08:30;2025-03-03;2025-05-02
"santa cruz";"ramon sanfurgo 800";"santa cruz";saloneventos3;salon_eventos;166;70000;5;tramo;jueves;08:00;14:00;2025-03-20;2025-04-03
"santa cruz";"ramon sanfurgo 800";"santa cruz";saloneventos4;salon_eventos;122;80000;;tramo;jueves;20:00;23:59;2024-07-21;2024-07-28
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana1;cabana;8;30000;6;dia;miercoles;00:00;23:59;2025-03-26;2025-06-24
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana2;cabana;4;90000;;dia;martes;00:00;23:59;2024-05-01;2024-07-20
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana3;cabana;8;80000;;dia;domingo;00:00;23:59;2024-08-13;2024-11-11
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana4;cabana;7;70000;54;dia;martes;00:00;23:59;2025-03-25;2025-06-23
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana5;cabana;8;210000;;dia;lunes;00:00;23:59;2024-08-17;2024-10-16
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana6;cabana;6;250000;9;dia;lunes;00:00;23:59;2025-02-13;2025-05-14
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana7;cabana;8;220000;75;dia;jueves;00:00;23:59;2024-02-08;2024-02-15
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana8;cabana;8;230000;;dia;martes;00:00;23:59;2025-06-14;2025-06-21
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana9;cabana;7;240000;20;dia;lunes;00:00;23:59;2024-08-07;2024-11-05
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana10;cabana;8;90000;;dia;viernes;00:00;23:59;2024-08-02;2024-08-16
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana11;cabana;7;230000;;dia;sabado;00:00;23:59;2025-09-02;2025-11-01
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana12;cabana;5;240000;;dia;sabado;00:00;23:59;2025-03-03;2025-05-02
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana13;cabana;6;140000;;dia;miercoles;00:00;23:59;2025-11-26;2026-02-24
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana14;cabana;7;20000;52;dia;viernes;00:00;23:59;2025-11-15;2025-12-15
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana15;cabana;8;130000;43;dia;lunes;00:00;23:59;2024-03-29;2024-04-12
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana16;cabana;6;120000;;dia;miercoles;00:00;23:59;2024-07-15;2024-09-13
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana17;cabana;6;200000;45;dia;lunes;00:00;23:59;2025-10-01;2025-11-30
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana18;cabana;7;80000;;dia;miercoles;00:00;23:59;2025-08-16;2025-09-15
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana19;cabana;8;240000;45;dia;lunes;00:00;23:59;2024-09-12;2024-11-11
"santa cruz";"ramon sanfurgo 800";"santa cruz";cabana20;cabana;5;190000;;dia;sabado;00:00;23:59;2025-10-07;2025-10-21
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_tenis_aire_libre;cancha_aire_libre;19;90000;43;hora;martes;10:00;11:00;2024-08-17;2024-11-15
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_tenis_techada;cancha_techada;22;240000;;hora;martes;08:00;08:30;2025-05-04;2025-06-03
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_basquetbol_aire_libre;cancha_aire_libre;11;30000;40;hora;domingo;19:00;20:00;2024-05-22;2024-05-29
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_basquetbol_techada;cancha_techada;21;30000;16;hora;miercoles;21:00;22:00;2024-05-21;2024-05-28
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_futbolito_aire_libre;cancha_aire_libre;14;40000;;hora;viernes;22:00;23:00;2024-05-10;2024-06-09
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_futbolito_techada;cancha_techada;11;180000;67;hora;martes;12:00;13:00;2024-03-04;2024-04-03
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_padel_aire_libre;cancha_aire_libre;19;120000;;hora;miercoles;13:00;14:00;2024-09-18;2024-10-18
"santa cruz";"ramon sanfurgo 800";"santa cruz";cancha_padel_techada;cancha_techada;18;70000;;hora;viernes;10:00;11:00;2024-01-17;2024-04-16
"santiago centro";"av alameda 900";santiago;mesa3_restaurant2;restaurant;4;9000;;mesa_hora;martes;10:00;23:00;2025-04-01;2025-06-20
"santiago centro";"av alameda 900";santiago;linea1_piscina1;piscina;1;240000;46;linea_hora;miercoles;14:00;15:00;2024-04-21;2024-07-20
"santiago centro";"av alameda 900";santiago;linea2_piscina1;piscina;1;200000;12;linea_hora;sabado;22:00;23:00;2024-12-24;2025-03-24
"santiago centro";"av alameda 900";santiago;linea3_piscina1;piscina;1;80000;;linea_hora;sabado;18:00;19:00;2025-06-09;2025-07-09
"santiago centro";"av alameda 900";santiago;linea4_piscina1;piscina;1;10000;80;linea_hora;martes;17:00;18:00;2025-08-05;2025-08-19
"santiago centro";"av alameda 900";santiago;linea5_piscina1;piscina;1;110000;;linea_hora;miercoles;08:00;09:00;2025-11-23;2025-11-30
"santiago centro";"av alameda 900";santiago;linea6_piscina1;piscina;1;150000;74;linea_hora;sabado;16:00;17:00;2025-01-01;2025-01-08
"santiago centro";"av alameda 900";santiago;linea7_piscina1;piscina;1;140000;;linea_hora;miercoles;09:00;10:00;2025-11-28;2026-02-26
"santiago centro";"av alameda 900";santiago;linea8_piscina1;piscina;1;180000;;linea_hora;martes;12:00;13:00;2024-06-11;2024-09-09
"santiago centro";"av alameda 900";santiago;linea1_piscina2;piscina;1;130000;9;linea_hora;lunes;18:00;19:00;2024-12-24;2025-01-07
"santiago centro";"av alameda 900";santiago;linea2_piscina2;piscina;1;250000;57;linea_hora;martes;22:00;23:00;2025-11-01;2025-12-13
"santiago centro";"av alameda 900";santiago;linea3_piscina2;piscina;1;100000;16;linea_hora;lunes;20:00;21:00;2025-02-17;2025-04-18
"santiago centro";"av alameda 900";santiago;linea4_piscina2;piscina;1;110000;;linea_hora;martes;15:00;16:00;2024-02-15;2024-03-16
"santiago centro";"av alameda 900";santiago;linea5_piscina2;piscina;1;50000;65;linea_hora;domingo;13:00;14:00;2024-05-08;2024-05-22
"santiago centro";"av alameda 900";santiago;linea6_piscina2;piscina;1;100000;76;linea_hora;viernes;10:00;11:00;2024-12-13;2025-03-13
"santiago centro";"av alameda 900";santiago;linea7_piscina2;piscina;1;160000;0;linea_hora;viernes;12:00;13:00;2024-08-27;2024-09-10
"santiago centro";"av alameda 900";santiago;linea8_piscina2;piscina;1;240000;7;linea_hora;viernes;19:00;20:00;2024-04-30;2024-05-30
"santiago centro";"av alameda 900";santiago;saloneventos1;salon_eventos;136;70000;;tramo;jueves;08:00;14:00;2024-12-03;2025-01-02
"santiago centro";"av alameda 900";santiago;saloneventos2;salon_eventos;120;20000;53;tramo;viernes;20:00;23:59;2025-03-01;2025-03-15
"santiago centro";"av alameda 900";santiago;saloneventos3;salon_eventos;118;80000;67;dia;domingo;00:00;23:59;2025-08-13;2025-09-12
"santiago centro";"av alameda 900";santiago;saloneventos4;salon_eventos;103;180000;37;tramo;sabado;20:00;23:59;2024-11-09;2025-02-07
"santiago centro";"av alameda 900";santiago;cabana1;cabana;6;230000;30;dia;miercoles;00:00;23:59;2025-09-01;2025-09-08
"santiago centro";"av alameda 900";santiago;cabana2;cabana;4;220000;22;dia;martes;00:00;23:59;2024-04-13;2024-04-20
"santiago centro";"av alameda 900";santiago;cabana3;cabana;5;9000;28;dia;domingo;00:00;23:59;2025-10-07;2025-11-06
"santiago centro";"av alameda 900";santiago;cabana4;cabana;7;100000;29;dia;viernes;00:00;23:59;2024-11-06;2024-12-06
"santiago centro";"av alameda 900";santiago;cabana5;cabana;6;240000;73;dia;jueves;00:00;23:59;2025-11-24;2026-02-22
"santiago centro";"av alameda 900";santiago;cabana6;cabana;7;170000;11;dia;jueves;00:00;23:59;2024-12-08;2024-12-15
"santiago centro";"av alameda 900";santiago;cabana7;cabana;4;200000;;dia;jueves;00:00;23:59;2025-07-23;2025-09-21
"santiago centro";"av alameda 900";santiago;cabana8;cabana;7;210000;;dia;viernes;00:00;23:59;2024-02-03;2024-03-04
"santiago centro";"av alameda 900";santiago;cabana9;cabana;4;10000;;dia;lunes;00:00;23:59;2025-07-27;2025-09-25
"santiago centro";"av alameda 900";santiago;cabana10;cabana;6;20000;29;dia;martes;00:00;23:59;2024-12-30;2025-01-13
"santiago centro";"av alameda 900";santiago;cabana11;cabana;6;50000;15;dia;martes;00:00;23:59;2024-12-09;2024-12-16
"santiago centro";"av alameda 900";santiago;cabana12;cabana;8;120000;4;dia;martes;00:00;23:59;2024-05-28;2024-08-26
"santiago centro";"av alameda 900";santiago;cabana13;cabana;6;10000;;dia;martes;00:00;23:59;2025-03-29;2025-04-12
"santiago centro";"av alameda 900";santiago;cabana14;cabana;4;50000;53;dia;martes;00:00;23:59;2025-05-19;2025-06-18
"santiago centro";"av alameda 900";santiago;cabana15;cabana;4;250000;50;dia;lunes;00:00;23:59;2024-09-16;2024-12-15
"santiago centro";"av alameda 900";santiago;cabana16;cabana;6;20000;51;dia;lunes;00:00;23:59;2025-09-06;2025-11-05
"santiago centro";"av alameda 900";santiago;cabana17;cabana;5;90000;6;dia;domingo;00:00;23:59;2025-06-13;2025-09-11
"santiago centro";"av alameda 900";santiago;cabana18;cabana;8;210000;65;dia;jueves;00:00;23:59;2025-05-14;2025-05-21
"santiago centro";"av alameda 900";santiago;cabana19;cabana;6;110000;35;dia;lunes;00:00;23:59;2024-09-19;2024-10-03
"santiago centro";"av alameda 900";santiago;cabana20;cabana;6;9000;;dia;domingo;00:00;23:59;2025-11-15;2025-12-15
"santiago centro";"av alameda 900";santiago;cancha_tenis_aire_libre;cancha_aire_libre;19;140000;12;hora;lunes;08:00;09:00;2025-07-29;2025-10-27
"santiago centro";"av alameda 900";santiago;cancha_tenis_techada;cancha_techada;20;250000;;hora;miercoles;14:00;15:00;2025-11-29;2025-12-29
"santiago centro";"av alameda 900";santiago;cancha_basquetbol_aire_libre;cancha_aire_libre;17;9000;20;hora;sabado;13:00;14:00;2025-04-01;2025-07-05
"santiago centro";"av alameda 900";santiago;cancha_basquetbol_techada;cancha_techada;17;60000;;hora;sabado;08:00;09:00;2025-10-05;2025-11-04
"santiago centro";"av alameda 900";santiago;cancha_futbolito_aire_libre;cancha_aire_libre;15;90000;49;hora;martes;09:00;10:00;2025-10-17;2025-12-16
"santiago centro";"av alameda 900";santiago;cancha_futbolito_techada;cancha_techada;16;190000;58;hora;sabado;14:00;15:00;2025-04-09;2025-05-09
"santiago centro";"av alameda 900";santiago;cancha_padel_aire_libre;cancha_aire_libre;12;150000;49;hora;sabado;21:00;22:00;2025-06-01;2025-06-08
"santiago centro";"av alameda 900";santiago;cancha_padel_techada;cancha_techada;12;9000;47;hora;miercoles;08:00;09:00;2025-06-01;2025-09-16
providencia;"av pedro de valdivia 2100";providencia;linea1_piscina1;piscina;1;40000;66;linea_hora;sabado;08:00;08:30;2024-04-07;2024-04-21
providencia;"av pedro de valdivia 2100";providencia;linea2_piscina1;piscina;1;80000;64;linea_hora;martes;22:00;23:00;2025-09-06;2025-11-05
providencia;"av pedro de valdivia 2100";providencia;linea3_piscina1;piscina;1;90000;;linea_hora;domingo;19:00;20:00;2024-04-11;2024-05-11
providencia;"av pedro de valdivia 2100";providencia;linea4_piscina1;piscina;1;30000;73;linea_hora;miercoles;16:00;17:00;2025-12-01;2025-12-08
providencia;"av pedro de valdivia 2100";providencia;linea5_piscina1;piscina;1;9000;4;linea_hora;lunes;09:00;10:00;2024-04-05;2024-04-19
providencia;"av pedro de valdivia 2100";providencia;linea6_piscina1;piscina;1;180000;;linea_hora;viernes;18:00;19:00;2025-10-27;2025-11-10
providencia;"av pedro de valdivia 2100";providencia;linea7_piscina1;piscina;1;9000;;linea_hora;sabado;20:00;21:00;2025-02-01;2025-05-27
providencia;"av pedro de valdivia 2100";providencia;linea8_piscina1;piscina;1;160000;1;linea_hora;miercoles;09:00;10:00;2024-06-01;2024-06-20
providencia;"av pedro de valdivia 2100";providencia;linea1_piscina2;piscina;1;140000;57;linea_hora;miercoles;10:00;11:00;2024-10-21;2024-10-28
providencia;"av pedro de valdivia 2100";providencia;linea2_piscina2;piscina;1;220000;;linea_hora;lunes;09:00;10:00;2025-10-12;2025-10-26
providencia;"av pedro de valdivia 2100";providencia;linea3_piscina2;piscina;1;200000;27;linea_hora;domingo;21:00;22:00;2024-04-28;2024-05-28
providencia;"av pedro de valdivia 2100";providencia;linea4_piscina2;piscina;1;9000;74;linea_hora;viernes;18:00;19:00;2024-03-01;2024-03-24
providencia;"av pedro de valdivia 2100";providencia;linea5_piscina2;piscina;1;90000;78;linea_hora;sabado;11:00;12:00;2024-01-07;2024-02-06
providencia;"av pedro de valdivia 2100";providencia;linea6_piscina2;piscina;1;160000;60;linea_hora;martes;21:00;22:00;2024-05-13;2024-07-12
providencia;"av pedro de valdivia 2100";providencia;linea7_piscina2;piscina;1;140000;;linea_hora;viernes;09:00;10:00;2025-09-25;2025-10-25
providencia;"av pedro de valdivia 2100";providencia;linea8_piscina2;piscina;1;220000;49;linea_hora;domingo;17:00;18:00;2025-04-13;2025-04-27
providencia;"av pedro de valdivia 2100";providencia;saloneventos1;salon_eventos;133;190000;;tramo;lunes;20:00;23:59;2025-06-27;2025-07-04
providencia;"av pedro de valdivia 2100";providencia;saloneventos2;salon_eventos;147;250000;36;tramo;martes;20:00;23:59;2025-11-24;2025-12-01
providencia;"av pedro de valdivia 2100";providencia;saloneventos3;salon_eventos;86;9000;24;tramo;miercoles;14:00;20:00;2024-03-05;2024-04-04
providencia;"av pedro de valdivia 2100";providencia;saloneventos4;salon_eventos;45;140000;42;tramo;miercoles;08:00;14:00;2024-07-16;2024-08-15
providencia;"av pedro de valdivia 2100";providencia;cabana1;cabana;5;130000;64;dia;viernes;00:00;23:59;2025-03-04;2025-03-18
providencia;"av pedro de valdivia 2100";providencia;cabana2;cabana;7;190000;4;dia;viernes;00:00;23:59;2025-09-06;2025-12-05
providencia;"av pedro de valdivia 2100";providencia;cabana3;cabana;8;20000;65;dia;lunes;00:00;23:59;2024-12-14;2025-01-13
providencia;"av pedro de valdivia 2100";providencia;cabana4;cabana;4;90000;;dia;miercoles;00:00;23:59;2024-07-07;2024-07-21
providencia;"av pedro de valdivia 2100";providencia;cabana5;cabana;7;80000;30;dia;miercoles;00:00;23:59;2024-01-21;2024-03-21
providencia;"av pedro de valdivia 2100";providencia;cabana6;cabana;8;210000;;dia;miercoles;00:00;23:59;2025-09-25;2025-10-09
providencia;"av pedro de valdivia 2100";providencia;cabana7;cabana;5;210000;45;dia;miercoles;00:00;23:59;2025-02-12;2025-03-14
providencia;"av pedro de valdivia 2100";providencia;cabana8;cabana;5;110000;17;dia;viernes;00:00;23:59;2024-01-27;2024-02-03
providencia;"av pedro de valdivia 2100";providencia;cabana9;cabana;4;150000;71;dia;martes;00:00;23:59;2025-11-28;2025-12-12
providencia;"av pedro de valdivia 2100";providencia;cabana10;cabana;5;240000;44;dia;lunes;00:00;23:59;2024-05-13;2024-05-20
providencia;"av pedro de valdivia 2100";providencia;cabana11;cabana;8;210000;;dia;domingo;00:00;23:59;2024-07-05;2024-07-12
providencia;"av pedro de valdivia 2100";providencia;cabana12;cabana;4;90000;9;dia;martes;00:00;23:59;2024-11-29;2025-01-28
providencia;"av pedro de valdivia 2100";providencia;cabana13;cabana;5;90000;11;dia;jueves;00:00;23:59;2025-04-01;2025-04-15
providencia;"av pedro de valdivia 2100";providencia;cabana14;cabana;8;80000;76;dia;jueves;00:00;23:59;2024-03-18;2024-04-17
providencia;"av pedro de valdivia 2100";providencia;cabana15;cabana;6;120000;33;dia;martes;00:00;23:59;2025-08-25;2025-10-24
providencia;"av pedro de valdivia 2100";providencia;cabana16;cabana;5;180000;;dia;domingo;00:00;23:59;2024-07-03;2024-08-02
providencia;"av pedro de valdivia 2100";providencia;cabana17;cabana;7;180000;58;dia;viernes;00:00;23:59;2024-07-26;2024-08-25
providencia;"av pedro de valdivia 2100";providencia;cabana18;cabana;6;190000;60;dia;lunes;00:00;23:59;2025-01-04;2025-01-11
providencia;"av pedro de valdivia 2100";providencia;cabana19;cabana;5;180000;73;dia;jueves;00:00;23:59;2024-03-01;2024-03-15
providencia;"av pedro de valdivia 2100";providencia;cabana20;cabana;7;120000;68;dia;martes;00:00;23:59;2024-03-12;2024-03-26
providencia;"av pedro de valdivia 2100";providencia;cancha_tenis_aire_libre;cancha_aire_libre;17;120000;;hora;viernes;16:00;17:00;2024-01-13;2024-01-20
providencia;"av pedro de valdivia 2100";providencia;cancha_tenis_techada;cancha_techada;10;170000;;hora;miercoles;15:00;16:00;2025-11-29;2025-12-13
providencia;"av pedro de valdivia 2100";providencia;cancha_basquetbol_aire_libre;cancha_aire_libre;11;120000;;hora;lunes;18:00;19:00;2024-04-10;2024-04-17
providencia;"av pedro de valdivia 2100";providencia;cancha_basquetbol_techada;cancha_techada;15;120000;70;hora;domingo;20:00;21:00;2025-06-10;2025-08-09
providencia;"av pedro de valdivia 2100";providencia;cancha_futbolito_aire_libre;cancha_aire_libre;21;250000;73;hora;viernes;09:00;10:00;2025-03-06;2025-03-13
providencia;"av pedro de valdivia 2100";providencia;cancha_futbolito_techada;cancha_techada;18;140000;64;hora;miercoles;13:00;14:00;2025-06-28;2025-09-26
providencia;"av pedro de valdivia 2100";providencia;cancha_padel_aire_libre;cancha_aire_libre;20;90000;;hora;lunes;22:00;23:00;2025-10-18;2025-11-01
providencia;"av pedro de valdivia 2100";providencia;cancha_padel_techada;cancha_techada;14;70000;;hora;martes;11:00;12:00;2024-10-28;2024-11-27
"la florida";"av. vicua mackenna 10777";"la florida";linea1_piscina1;piscina;1;10000;76;linea_hora;viernes;18:00;19:00;2024-06-22;2024-07-06
"la florida";"av. vicua mackenna 10777";"la florida";linea2_piscina1;piscina;1;110000;12;linea_hora;miercoles;16:00;17:00;2024-01-04;2024-04-03
"la florida";"av. vicua mackenna 10777";"la florida";linea3_piscina1;piscina;1;10000;;linea_hora;lunes;10:00;11:00;2024-02-27;2024-03-28
"la florida";"av. vicua mackenna 10777";"la florida";linea4_piscina1;piscina;1;120000;21;linea_hora;martes;21:00;22:00;2024-12-02;2025-03-02
"la florida";"av. vicua mackenna 10777";"la florida";linea5_piscina1;piscina;1;130000;;linea_hora;martes;19:00;20:00;2024-11-02;2025-01-01
"la florida";"av. vicua mackenna 10777";"la florida";linea6_piscina1;piscina;1;140000;;linea_hora;domingo;15:00;16:00;2025-06-01;2025-06-15
"la florida";"av. vicua mackenna 10777";"la florida";linea7_piscina1;piscina;1;220000;42;linea_hora;domingo;18:00;19:00;2025-10-27;2025-11-26
"la florida";"av. vicua mackenna 10777";"la florida";linea8_piscina1;piscina;1;9000;46;linea_hora;miercoles;20:00;21:00;2024-09-21;2024-11-20
"la florida";"av. vicua mackenna 10777";"la florida";linea1_piscina2;piscina;1;120000;36;linea_hora;viernes;08:00;09:00;2024-10-31;2024-12-30
"la florida";"av. vicua mackenna 10777";"la florida";linea2_piscina2;piscina;1;100000;65;linea_hora;miercoles;18:00;19:00;2025-06-23;2025-08-22
"la florida";"av. vicua mackenna 10777";"la florida";linea3_piscina2;piscina;1;40000;64;linea_hora;jueves;22:00;23:00;2024-01-08;2024-03-08
"la florida";"av. vicua mackenna 10777";"la florida";linea4_piscina2;piscina;1;240000;53;linea_hora;lunes;14:00;15:00;2025-09-28;2025-10-28
"la florida";"av. vicua mackenna 10777";"la florida";linea5_piscina2;piscina;1;190000;;linea_hora;lunes;08:00;09:00;2025-10-24;2025-11-07
"la florida";"av. vicua mackenna 10777";"la florida";linea6_piscina2;piscina;1;20000;51;linea_hora;miercoles;12:00;13:00;2025-03-13;2025-03-27
"la florida";"av. vicua mackenna 10777";"la florida";linea7_piscina2;piscina;1;40000;3;linea_hora;sabado;15:00;16:00;2024-03-27;2024-04-26
"la florida";"av. vicua mackenna 10777";"la florida";linea8_piscina2;piscina;1;9000;55;linea_hora;sabado;20:00;21:00;2024-04-01;2024-05-31
"la florida";"av. vicua mackenna 10777";"la florida";saloneventos1;salon_eventos;85;160000;;dia;martes;00:00;23:59;2025-01-06;2025-01-13
"la florida";"av. vicua mackenna 10777";"la florida";saloneventos2;salon_eventos;123;210000;79;dia;sabado;00:00;23:59;2024-04-03;2024-06-02
"la florida";"av. vicua mackenna 10777";"la florida";saloneventos3;salon_eventos;23;190000;35;dia;miercoles;00:00;23:59;2025-02-18;2025-03-20
"la florida";"av. vicua mackenna 10777";"la florida";saloneventos4;salon_eventos;126;90000;58;tramo;miercoles;14:00;20:00;2024-01-29;2024-02-05
"la florida";"av. vicua mackenna 10777";"la florida";cabana1;cabana;6;130000;4;dia;viernes;00:00;23:59;2024-09-28;2024-10-05
"la florida";"av. vicua mackenna 10777";"la florida";cabana2;cabana;7;230000;77;dia;domingo;00:00;23:59;2024-11-16;2025-01-15
"la florida";"av. vicua mackenna 10777";"la florida";cabana3;cabana;7;30000;42;dia;lunes;00:00;23:59;2025-05-22;2025-05-29
"la florida";"av. vicua mackenna 10777";"la florida";cabana4;cabana;7;150000;59;dia;sabado;00:00;23:59;2025-10-04;2026-01-02
"la florida";"av. vicua mackenna 10777";"la florida";cabana5;cabana;6;170000;59;dia;miercoles;00:00;23:59;2024-04-13;2024-05-13
"la florida";"av. vicua mackenna 10777";"la florida";cabana6;cabana;8;40000;;dia;miercoles;00:00;23:59;2025-01-28;2025-02-27
"la florida";"av. vicua mackenna 10777";"la florida";cabana7;cabana;5;250000;44;dia;sabado;00:00;23:59;2025-03-21;2025-04-20
"la florida";"av. vicua mackenna 10777";"la florida";cabana8;cabana;7;250000;45;dia;sabado;00:00;23:59;2025-01-04;2025-01-18
"la florida";"av. vicua mackenna 10777";"la florida";cabana9;cabana;5;10000;37;dia;domingo;00:00;23:59;2025-10-22;2025-10-29
"la florida";"av. vicua mackenna 10777";"la florida";cabana10;cabana;5;60000;61;dia;jueves;00:00;23:59;2024-08-10;2024-10-09
"la florida";"av. vicua mackenna 10777";"la florida";cabana11;cabana;7;190000;20;dia;viernes;00:00;23:59;2024-07-18;2024-10-16
"la florida";"av. vicua mackenna 10777";"la florida";cabana12;cabana;7;180000;;dia;lunes;00:00;23:59;2024-01-06;2024-01-20
"la florida";"av. vicua mackenna 10777";"la florida";cabana13;cabana;5;90000;;dia;martes;00:00;23:59;2025-03-25;2025-06-23
"la florida";"av. vicua mackenna 10777";"la florida";cabana14;cabana;8;50000;4;dia;lunes;00:00;23:59;2024-03-19;2024-04-18
"la florida";"av. vicua mackenna 10777";"la florida";cabana15;cabana;7;9000;55;dia;sabado;00:00;23:59;2024-05-23;2024-06-22
"la florida";"av. vicua mackenna 10777";"la florida";cabana16;cabana;5;30000;20;dia;viernes;00:00;23:59;2024-08-19;2024-09-02
"la florida";"av. vicua mackenna 10777";"la florida";cabana17;cabana;5;140000;;dia;martes;00:00;23:59;2025-11-07;2026-02-05
"la florida";"av. vicua mackenna 10777";"la florida";cabana18;cabana;8;250000;78;dia;lunes;00:00;23:59;2024-01-22;2024-02-21
"la florida";"av. vicua mackenna 10777";"la florida";cabana19;cabana;6;120000;72;dia;sabado;00:00;23:59;2025-03-16;2025-03-23
"la florida";"av. vicua mackenna 10777";"la florida";cabana20;cabana;4;160000;;dia;martes;00:00;23:59;2025-09-20;2025-09-27
"la florida";"av. vicua mackenna 10777";"la florida";cancha_tenis_aire_libre;cancha_aire_libre;13;160000;76;hora;miercoles;14:00;15:00;2024-02-04;2024-02-11
"la florida";"av. vicua mackenna 10777";"la florida";cancha_tenis_techada;cancha_techada;21;120000;66;hora;domingo;22:00;23:00;2025-11-16;2025-12-16
"la florida";"av. vicua mackenna 10777";"la florida";cancha_basquetbol_aire_libre;cancha_aire_libre;16;20000;40;hora;miercoles;15:00;16:00;2024-10-02;2024-10-16
"la florida";"av. vicua mackenna 10777";"la florida";cancha_basquetbol_techada;cancha_techada;16;170000;;hora;jueves;20:00;21:00;2025-10-01;2025-12-30
"la florida";"av. vicua mackenna 10777";"la florida";cancha_futbolito_aire_libre;cancha_aire_libre;18;130000;17;hora;lunes;20:00;21:00;2025-06-09;2025-06-23
"la florida";"av. vicua mackenna 10777";"la florida";cancha_futbolito_techada;cancha_techada;15;220000;57;hora;lunes;09:00;10:00;2025-05-12;2025-08-10
"la florida";"av. vicua mackenna 10777";"la florida";cancha_padel_aire_libre;cancha_aire_libre;10;20000;13;hora;lunes;13:00;14:00;2024-01-14;2024-01-28
"la florida";"av. vicua mackenna 10777";"la florida";cancha_padel_techada;cancha_techada;22;10000;49;hora;viernes;20:00;21:00;2024-05-12;2024-05-26
"santa cruz";"ramon sanfurgo 800";"santa cruz";linea1_piscina1;piscina;1;170000;5;linea_hora;viernes;21:00;22:00;2024-08-27;2024-09-26
